"Rank","Player_Name","Player_Value","Country","Player_ID"
36,"Ian Poulter",-3.05229882712822,"ENG","1435"
37,"Keegan Bradley",-3.04775164641032,"USA","13872"
38,"Charles Howell III",-3.0439656671001,"USA","6892"
39,"Kyle Stanley",-3.04328927183803,"USA","12069"
40,"Bubba Watson",-3.04058797208325,"USA","7334"
41,"Byeong Hun An",-3.03818280218691,"KOR","14459"
42,"Daniel Berger",-3.03737750297317,"USA","17606"
43,"Charley Hoffman",-3.00632593480161,"USA","5768"
44,"Chez Reavie",-2.98576775083711,"USA","7961"
45,"Jimmy Walker",-2.97702820379007,"USA","7293"
46,"Pat Perez",-2.96818591879207,"USA","6762"
47,"Jamie Lovemark",-2.96753588985269,"USA","11382"
48,"Kevin Na",-2.93069657795962,"USA","7452"
49,"Joaquin Niemann",-2.92256783269727,"CHI","18079"
50,"Adam Hadwin",-2.90242003198769,"CAN","13965"
51,"Matthew Fitzpatrick",-2.89983544742335,"ENG","17646"
52,"Russell Henley",-2.89831881022185,"USA","14578"
53,"Tyrrell Hatton",-2.88391657333518,"ENG","14796"
54,"Brian Harman",-2.87898044579698,"USA","8825"
55,"Peter Uihlein",-2.87519375508974,"USA","11357"
56,"Brendan Steele",-2.86368724754636,"USA","11019"
57,"Gary Woodland",-2.85877155421008,"USA","12577"
58,"Chris Kirk",-2.82969118244206,"USA","12423"
59,"Xander Schauffele",-2.80328199416264,"USA","19895"
60,"Brandt Snedeker",-2.79636122899511,"USA","8820"
61,"Shane Lowry",-2.75489010392356,"IRL","13900"
62,"Martin Laird",-2.73668214584053,"SCO","9586"
63,"Kevin Streelman",-2.72894701849949,"USA","8480"
64,"Joost Luiten",-2.72848506889306,"NED","10158"
65,"Kiradech Aphibarnrat",-2.72411230582098,"THA","12321"
66,"J.B. Holmes",-2.71563183877488,"USA","7959"
67,"Lucas Glover",-2.70894304168606,"USA","7399"
68,"Kevin Chappell",-2.66116110796748,"USA","13305"
69,"Kevin Kisner",-2.65420097390177,"USA","11328"
70,"Rory Sabbatini",-2.65204142948987,"RSA","6283"
71,"Aaron Wise",-2.64724765527612,"USA","22051"
72,"Graham Delaet",-2.63812735168963,"CAN","10252"
73,"Austin Cook",-2.6007725529436,"USA","18579"
74,"Cameron Smith",-2.5829596425748,"AUS","15856"
75,"Jason Dufner",-2.56560611545989,"USA","7301"
76,"Brian Gay",-2.55424936172161,"USA","5951"
77,"Bill Haas",-2.54916239858805,"USA","7900"
78,"Ross Fisher",-2.52022449926971,"ENG","9396"
79,"Andrew Putnam",-2.51958511590682,"USA","14704"
80,"Beau Hossler",-2.5184984300102,"USA","15470"
81,"Alexander Levy",-2.50864907609995,"FRA","14973"
82,"Charl Schwartzel",-2.50808451347527,"RSA","7398"
83,"Roberto Castro",-2.49623808964583,"USA","12643"
84,"Stewart Cink",-2.49457905792959,"USA","5665"
85,"Bud Cauley",-2.49418659389003,"USA","14502"
86,"Andy Sullivan",-2.48680847974767,"ENG","15326"
87,"Russell Knox",-2.48048478908363,"SCO","13831"
88,"Nick Watney",-2.47896259458892,"USA","7955"
89,"Jason Kokrak",-2.47634667274846,"USA","12337"
90,"Ollie Schniederjans",-2.47421788079019,"USA","18662"
91,"Andrew Landry",-2.43769985627011,"USA","14000"
92,"Miguel A Jimenez",-2.41890840947549,"ESP","3596"
93,"Lee Westwood",-2.40644799385276,"ENG","4052"
94,"James Hahn",-2.39812041259381,"USA","11374"
95,"Kevin Tway",-2.38816673646911,"USA","13127"
96,"Vaughn Taylor",-2.38613894194428,"USA","6930"
97,"Paul Dunne",-2.38527451346803,"IRL","18736"
98,"John Huh",-2.38354162916739,"USA","14606"
99,"Billy Horschel",-2.37459927600161,"USA","11276"
100,"Dylan Frittelli",-2.37041654365406,"RSA","11955"
101,"Martin Kaymer",-2.36606763828302,"GER","8117"
102,"Bernd Wiesberger",-2.36569967365597,"AUT","9531"
103,"Joseph Bramlett",-2.36150378581374,"USA","14698"
104,"Siwoo Kim",-2.36033000380717,"KOR","14609"
105,"Scott Piercy",-2.35489095912575,"USA","7899"
106,"C.T. Pan",-2.34603998089399,"TPE","15475"
107,"Andrew Johnston",-2.34269457591675,"ENG","14666"
108,"Maverick McNealy",-2.32714151356786,"USA","18634"
109,"Jhonattan Vegas",-2.32649812878445,"VEN","13508"
110,"Graeme McDowell",-2.31789434792824,"NIR","7548"
111,"William McGirt",-2.31076000614315,"USA","12477"
112,"Ryan Armour",-2.30462337967962,"USA","8469"
113,"Sean O'Hair",-2.29687297691405,"USA","7626"
114,"Juan Sebastian Munoz",-2.27964586725643,"COL","20770"
115,"Seungsu Han",-2.27588710681197,"USA","8046"
116,"Kevin Stadler",-2.27560635170156,"USA","7602"
117,"Patrick Rodgers",-2.2728266614302,"USA","16283"
118,"Mike Lorenzo-Vera",-2.27046027844102,"FRA","9675"
119,"Scott Stallings",-2.25429651575363,"USA","12359"
120,"Anirban Lahiri",-2.25058795473381,"IND","12669"
121,"Alexander Bjork",-2.23117361385792,"SWE","14775"
122,"Sungjae Im",-2.21605792259802,"KOR","17488"
123,"Harris English",-2.21067692923741,"USA","14577"
124,"Jorge Campillo",-2.208799390792,"ESP","14016"
125,"Jim Furyk",-2.20426674699952,"USA","2881"
126,"Thorbjorn Olesen",-2.20051770196301,"DEN","13412"
127,"Ted Potter Jr",-2.20026500646574,"USA","8769"
128,"Sam Saunders",-2.19987172634572,"USA","11048"
129,"Tom Hoge",-2.1929258220509,"USA","15575"
130,"J.J Spaun",-2.18969103878697,"USA","17536"
131,"Trey Mullinax",-2.18293896285993,"USA","18761"
132,"Patton Kizzire",-2.17315683896623,"USA","13470"
133,"Aaron Baddeley",-2.16644187646094,"AUS","6252"
134,"Troy Merritt",-2.1647990642622,"USA","13367"
135,"Alex Cejka",-2.15559950129916,"GER","4425"
136,"Satoshi Kodaira",-2.13883579375526,"JPN","13531"
137,"Victor Dubuisson",-2.13168109867468,"FRA","10198"
138,"Brandon Harkins",-2.12712850258462,"USA","15427"
139,"Keith Mitchell",-2.12550999341287,"USA","17365"
140,"Seamus Power",-2.12536496078206,"IRL","10104"
141,"Seungyul Noh",-2.11951410741831,"KOR","11117"
142,"Scott Langley",-2.11468030924945,"USA","14700"
143,"Abraham Ancer",-2.09347419076696,"MEX","18238"
144,"Nate Lashley",-2.08436401929369,"USA","10943"
145,"Retief Goosen",-2.07808937149202,"RSA","4884"
146,"Henrik Norlander",-2.07663454343318,"SWE","11657"
147,"Thomas Pieters",-2.07503442609474,"BEL","13944"
148,"Denny McCarthy",-2.07292036931483,"USA","19870"
149,"Wesley Bryan",-2.06414119913443,"USA","21236"
150,"Ben Crane",-2.05524851831743,"USA","6674"
151,"Julian Suri",-2.04502077809095,"USA","18059"
152,"Corey Conners",-2.04340452130571,"CAN","17576"
153,"Grayson Murray",-2.04292019456871,"USA","14655"
154,"Ryan Fox",-2.04022588552736,"NZL","11889"
155,"Shugo Imahira",-2.03511868190683,"JPN","13485"
156,"Joel Dahmen",-2.03158884177474,"USA","14509"
157,"Bronson Burgoon",-2.03072734489263,"USA","11082"
158,"JT Poston",-2.02933020392681,"USA","21554"
159,"George Coetzee",-2.02907446378719,"RSA","10884"
160,"Yusaku Miyazato",-2.02388196113514,"JPN","7031"
161,"Sam Burns",-2.01859878208991,"USA","19483"
162,"Robert Garrigus",-2.01780061693341,"USA","6789"
163,"Matt Wallace",-2.01557718323566,"ENG","20706"
164,"Ryan Palmer",-2.01205188430145,"USA","7820"
165,"Ben Martin",-2.01125988192876,"USA","14007"
166,"Johnson Wagner",-2.00981818824027,"USA","7927"
167,"Brice Garnett",-2.00187487393471,"USA","11451"
168,"Robby Shelton IV",-1.98698074013238,"USA","18635"
169,"Harold Varner III",-1.98437780715525,"USA","16602"
170,"Michael Thompson",-1.98137491644649,"USA","12946"
171,"David Lingmerth",-1.97462830460627,"SWE","14815"
172,"Tyrone van Aswegen",-1.96982344580795,"RSA","9913"
173,"Hudson Swafford",-1.96345426541741,"USA","14706"
174,"Matt Jones",-1.96222958971656,"AUS","8605"
175,"Shawn Stefani",-1.95278583818322,"USA","14012"
176,"Adrian Otaegui",-1.93448815123888,"ESP","14975"
177,"Richie Ramsay",-1.93083450668574,"SCO","11396"
178,"Danny Lee",-1.92516460408023,"NZL","11826"
179,"Daniel McCarthy",-1.92045609886491,"USA","11594"
180,"Junggon Hwang",-1.91562164860801,"KOR","14936"
181,"Matthias Schwab",-1.91554229740468,"AUT","15016"
182,"Kramer Hickok",-1.91486800299551,"USA","21237"
183,"Richard Sterne",-1.90913482912634,"RSA","7049"
184,"Robert Rock",-1.90519544233844,"ENG","7895"
185,"Fabrizio Zanotti",-1.9035025711236,"PAR","9842"
186,"Dean Burmester",-1.90172253651935,"RSA","14424"
187,"Yuki Inamori",-1.89924832388419,"JPN","16165"
188,"Mikko Korhonen",-1.89365286387399,"FIN","9252"
189,"Erik van Rooyen",-1.89044526888181,"RSA","17550"
190,"Cameron Percy",-1.88739357629573,"AUS","5874"
191,"Ben Kohles",-1.88735272749962,"USA","16395"
192,"Haotong Li",-1.88421444357935,"CHN","15310"
193,"Pablo Larrazabal",-1.88341098140088,"ESP","9133"
194,"Sam Ryder",-1.88285668146136,"USA","16715"
195,"Peter Malnati",-1.88133036128073,"USA","14926"
196,"Jerry Kelly",-1.88091930342957,"USA","5151"
197,"Cameron Champ",-1.87244198062246,"USA","23542"
198,"Talor Gooch",-1.87006974531262,"USA","18580"
199,"Thomas Detry",-1.86809268550445,"BEL","14181"
200,"Jordan L Smith",-1.86748307917847,"ENG","18586"
201,"Richy Werenski",-1.86444034131046,"USA","19364"
202,"Chris Wood",-1.8636035920584,"ENG","12451"
203,"Eddie Pepperell",-1.85777253213051,"ENG","15113"
204,"Wes Heffernan",-1.84831129582491,"CAN","6884"
205,"Hideto Tanihara",-1.84715707090419,"JPN","7046"
206,"Shubhankar Sharma",-1.84360296012276,"IND","17081"
207,"Nick Taylor",-1.83922898229298,"CAN","13126"
208,"Benjamin Hebert",-1.83861038762624,"FRA","12213"
209,"Kevin Dougherty",-1.83554758670891,"USA","19738"
210,"Ryan Blaum",-1.83134798561473,"USA","9643"
211,"Taylor Moore",-1.82771237276202,"USA","21944"
212,"Mackenzie Hughes",-1.8236247407584,"CAN","15556"
213,"Alex Prugh",-1.82093185337366,"USA","12339"
214,"Brandon Hagy",-1.81883833502708,"USA","18695"
215,"Chad Campbell",-1.81250180550499,"USA","6248"
216,"Billy Kennerly",-1.81234097238647,"USA","15658"
217,"K.T. Kim",-1.80849444614473,"KOR","7880"
218,"Brian Stuard",-1.80617851846099,"USA","13022"
219,"Brad Miller",-1.80408182382838,"USA","17568"
220,"Scott Brown",-1.80235640129297,"USA","11330"
221,"Chris Stroud",-1.80020290235542,"USA","9604"
222,"Soren Kjeldsen",-1.79508017494843,"DEN","6149"
223,"Gonzalo Fdez-Castano",-1.79395477706627,"ESP","8262"
224,"Mark Anderson",-1.79376739250762,"USA","12131"
225,"Ryuko Tokimatsu",-1.79166357233254,"JPN","16648"
226,"Nacho Elvira",-1.78359970614417,"ESP","12988"
227,"Julien Guerrier",-1.77765329174093,"FRA","10201"
228,"Stephen Gallacher",-1.7730858584368,"SCO","5647"
229,"Carlos Ortiz",-1.77130774730605,"MEX","14735"
230,"Adam Svensson",-1.76756661978004,"CAN","13997"
231,"Meenwhee Kim",-1.76287755048835,"KOR","11702"
232,"Lanto Griffin",-1.75318898416189,"USA","15330"
233,"Adam Long",-1.75243795527296,"USA","15473"
234,"Tom Lovelady",-1.74843704406495,"USA","22068"
235,"Benjamin Silverman",-1.74365323187058,"CAN","17381"
236,"Nicholas Lindheim",-1.74001693815196,"USA","16713"
237,"Martin Flores",-1.73753982197767,"USA","10535"
238,"Bo Hoag",-1.73396617996806,"USA","14081"
239,"Greyson Sigg",-1.72939459949228,"USA","23482"
240,"Hunter Mahan",-1.72492856347561,"USA","7636"
241,"Jose de Jesus Rodriguez",-1.72330233433795,"MEX","12855"
242,"Jonas Blixt",-1.72018440504045,"SWE","8182"
243,"Jonathan Byrd",-1.71781975219803,"USA","6931"
244,"John Peterson",-1.71506802381359,"USA","15611"
245,"Aaron Rai",-1.71235943536067,"ENG","18554"
246,"David Horsey",-1.69941573596356,"ENG","11230"
247,"Adam Schenk",-1.69393351699895,"USA","19477"
248,"Steve Marino",-1.69363668955921,"USA","7741"
249,"Sean Crocker",-1.69292239906454,"USA","23610"
250,"Morgan Hoffmann",-1.69159792377655,"USA","14082"
251,"Mikko Ilonen",-1.69028929826449,"FIN","6929"
252,"Younghan Song",-1.68809974229599,"KOR","16160"
253,"Jeunghun Wang",-1.68329144632084,"KOR","15366"
254,"Callum Shinkwin",-1.67053320614928,"ENG","18244"
255,"Will Wilcox",-1.66909641829174,"USA","14696"
256,"Wyndham Clark",-1.66474620405518,"USA","23604"
257,"Ricky Barnes",-1.66007344487813,"USA","6846"
258,"David Lipsky",-1.65726953527154,"USA","15980"
259,"Cameron Davis",-1.65612745644162,"AUS","17786"
260,"Paul Waring",-1.65161487959298,"ENG","12426"
261,"Chris Paisley",-1.65125017697491,"ENG","14844"
262,"Kelly Kraft",-1.64939075457857,"USA","15852"
263,"Lucas Bjerregaard",-1.64874543711299,"DEN","11619"
264,"Jacques Kruyswijk",-1.6465729348881,"RSA","16896"
265,"Joakim Lagergren",-1.6423483318128,"SWE","14780"
266,"Justin Hueber",-1.63303229341542,"USA","18590"
267,"Greg Owen",-1.63146090749195,"ENG","5723"
268,"Anders Albertson",-1.63039731411672,"USA","21235"
269,"Boo Weekley",-1.61970169449847,"USA","7403"
270,"Bradley Dredge",-1.61910654473306,"WAL","6150"
271,"Maximilian Kieffer",-1.61384854337048,"GER","12317"
272,"Chad Collins",-1.61062925753283,"USA","7744"
273,"Matteo Manassero",-1.6072384023903,"ITA","11460"
274,"Jinho Choi",-1.60703759085943,"KOR","7024"
275,"Paul Peterson",-1.60487153232722,"USA","16341"
276,"Nicolas Colsaerts",-1.60301227460474,"BEL","6893"
277,"Joachim B Hansen",-1.60251245805188,"DEN","14284"
278,"Robert Streb",-1.6020024682772,"USA","14852"
279,"Luke Donald",-1.6004954496886,"ENG","4163"
280,"Wes Roach",-1.59678275972573,"USA","15720"
281,"Fabian Gomez",-1.59340407906198,"ARG","8571"
282,"Rikard Karlberg",-1.59264413822125,"SWE","9398"
283,"Josh Teater",-1.59019476811931,"USA","8085"
284,"George McNeill",-1.58626564491394,"USA","6419"
285,"Jason Scrivener",-1.58195298505418,"AUS","12734"
286,"Jaco Van Zyl",-1.58023218273604,"RSA","7105"
287,"Blayne Barber",-1.57448940304652,"USA","15608"
288,"Zac Blair",-1.57400714337676,"USA","17639"
289,"Tyler Duncan(Jul1989)",-1.57320057457962,"USA","18187"
290,"Lorenzo Gagli",-1.57256652077118,"ITA","10073"
291,"Brady Schnell",-1.57130327885192,"USA","12414"
292,"Alejandro Canizares",-1.56686246734386,"ESP","11509"
293,"Brian Campbell",-1.56553083754926,"USA","18628"
294,"Brendan Jones",-1.55565138851052,"AUS","6254"
295,"Rob Oppenheim",-1.5555990995549,"USA","8002"
296,"Julian Etulain",-1.55079724195127,"ARG","11911"
297,"Dominic Bozzelli",-1.54558144291066,"USA","17564"
298,"Sunghoon Kang",-1.5452467714703,"KOR","7881"
299,"Conrad Shindler",-1.5448320481112,"USA","17274"
300,"Kyounghoon Lee",-1.53963862626647,"KOR","13497"
301,"Jamie Donaldson",-1.53624016533816,"WAL","7084"
302,"Kyungnam Kang",-1.53477040190831,"KOR","7578"
303,"Anthony Wall",-1.53036599062102,"ENG","5931"
304,"Sam Horsfield",-1.52892908802648,"ENG","19866"
305,"Sanghyun Park",-1.52705319607162,"KOR","10086"
306,"Shota Akiyoshi",-1.52495439414206,"JPN","13528"
307,"Marcus Kinhult",-1.52199884932772,"SWE","18514"
308,"Thomas Aiken",-1.51688794864651,"RSA","7679"
309,"J.J. Henry",-1.51290843409074,"USA","6222"
310,"Scott Harrington",-1.50184890650993,"USA","8479"
311,"Shingo Katayama",-1.5010353287092,"JPN","3770"
312,"Padraig Harrington",-1.49857433054806,"IRL","5716"
313,"Rhein Gibson",-1.4968362737148,"AUS","13342"
314,"Jim Herman",-1.4961963649591,"USA","12846"
315,"Yuta Ikeda",-1.49240448649707,"JPN","8236"
316,"Joey Garber",-1.48875566259239,"USA","18658"
317,"Phillip Price",-1.4875614177779,"WAL","4739"
318,"Jeongu Ham",-1.4828856767087,"KOR","17872"
319,"Kenny Perry",-1.48201080054878,"USA","604"
320,"Miguel Tabuena",-1.48128161813905,"PHI","15274"
321,"Matthieu Pavon",-1.47920239783878,"FRA","19960"
322,"David Toms",-1.46756336324279,"USA","4340"
323,"Matthew Southgate",-1.46649145199293,"ENG","15191"
324,"Sebastian Soderberg",-1.46463519019742,"SWE","18517"
325,"Oliver Fisher",-1.46288217998521,"ENG","10863"
326,"Stuart Manley",-1.46033673690945,"WAL","8222"
327,"Darren Fichardt",-1.45841689035371,"RSA","5754"
328,"Wu Ashun",-1.45586594850359,"CHN","11763"
329,"Stephan Jaeger",-1.44385961379339,"GER","16394"
330,"Oscar Lengden",-1.4414267227049,"SWE","20410"
331,"Michael Arnaud",-1.44047933399234,"USA","13815"
332,"Justin Lower",-1.43900573231711,"USA","17723"
333,"Charlie Danielson",-1.42965274067297,"USA","21310"
334,"Michael Kim",-1.42562219227405,"USA","17543"
335,"David Hearn",-1.424036562781,"CAN","7340"
336,"Derek Ernst",-1.42172417310784,"USA","16711"
337,"Robert-Jan Derksen",-1.41432692173475,"NED","5948"
338,"Jeff Winther",-1.40752202209311,"DEN","15680"
339,"Hank Lebioda",-1.40736328773807,"USA","21943"
340,"Paul Goydos",-1.40625282455132,"USA","3702"
341,"Chris Killmer",-1.40483365948368,"USA","15432"
342,"Chase Seiffert",-1.40370187774314,"USA","17509"
343,"Jaco Ahlers",-1.40355514584073,"RSA","11852"
344,"Koumei Oda",-1.40340417612564,"JPN","7940"
345,"Curtis Luck",-1.39978844547353,"AUS","16842"
346,"Sanghee Lee",-1.39954581724458,"KOR","13923"
347,"Hyunwoo Ryu",-1.39898511921372,"KOR","13928"
348,"Shaun Norris",-1.39448095746147,"RSA","7677"
349,"Chase Wright",-1.39412694215777,"USA","16807"
350,"Jeff Overton",-1.39411224190109,"USA","10498"
351,"Joshua Creel",-1.39394790342344,"USA","17570"
352,"Cameron Tringale",-1.39237940252869,"USA","14013"
353,"MD Zamal Hossain Mollah",-1.39059118568664,"BAN","15206"
354,"Y.E. Yang",-1.3892077256925,"KOR","6629"
355,"Brett Stegmaier",-1.386501061368,"USA","11354"
356,"Ernie Els",-1.38457634496406,"RSA","874"
357,"Jazz Janewattananond",-1.37796648711719,"THA","14368"
358,"Andrea Pavan",-1.37632911809682,"ITA","12177"
359,"Scott Gutschewski",-1.36843209787597,"USA","7305"
360,"Chan Kim",-1.36317413931281,"USA","15004"
361,"John Chin",-1.3628600427636,"USA","14797"
362,"Bryce Molder",-1.36266104978182,"USA","7292"
363,"Ryan Evans",-1.3584136133261,"ENG","19030"
364,"Scott Vincent",-1.3556068124681,"ZIM","14559"
365,"Tim Herron",-1.35413025316718,"USA","5621"
366,"Freddie Jacobson(Sept1974)",-1.35134318719499,"SWE","3846"
367,"Hyungsung Kim",-1.3460292871579,"KOR","11131"
368,"Brad Hopfinger",-1.33132076606693,"USA","18190"
369,"Nick Cullen",-1.32755798819199,"AUS","14247"
370,"Sihwan Kim",-1.3275109161951,"USA","13307"
371,"Charlie Saxon",-1.32709380806031,"USA","21324"
372,"Daniel Summerhays",-1.32656122302499,"USA","12424"
373,"Ajeetesh Sandhu",-1.32522592589112,"IND","13801"
374,"Haydn Porteous",-1.3248394702844,"RSA","15866"
375,"Jens Fahrbring",-1.32193332470745,"SWE","13445"
376,"Jamie Arnold",-1.31986010661587,"AUS","10861"
377,"Kyle Jones",-1.31848352198223,"USA","19867"
378,"Ryo Ishikawa",-1.31785487069587,"JPN","12232"
379,"Rikuya Hoshino",-1.31542489139935,"JPN","19190"
380,"Wade Ormsby",-1.31454264399623,"AUS","7532"
381,"Cody Blick",-1.31010179378434,"USA","21876"
382,"Erik Compton",-1.30256667084506,"USA","6556"
383,"Cody Gribble",-1.30209508554319,"USA","17508"
384,"Michael Hebert",-1.30079519358481,"USA","18251"
385,"Michael Hendry",-1.30032802292474,"NZL","11885"
386,"Blake Sattler",-1.30020320208741,"USA","18592"
387,"Billy Hurley III",-1.29115837777689,"USA","11046"
388,"Brett Drewitt",-1.29053574741171,"AUS","15162"
389,"Martin Piller",-1.28946027142046,"USA","13760"
390,"Jim Knous",-1.28879784147303,"USA","16382"
391,"Brad Kennedy",-1.28850839292929,"AUS","6287"
392,"Zhang Xinjun",-1.28559158522628,"CHN","13026"
393,"T.J. Vogel",-1.27709925451174,"USA","17280"
394,"Toshinori Muto",-1.27564363891559,"JPN","7936"
395,"Pedro Oriol",-1.27523665060275,"ESP","10248"
396,"Ashley Chesters",-1.27294717267933,"ENG","18735"
397,"Michael Putnam",-1.27169752913827,"USA","10180"
398,"Jimmy Stanger",-1.2690200340549,"USA","23048"
399,"Justin Leonard",-1.26602065922588,"USA","5603"
400,"Scott Parel",-1.26356152906862,"USA","6421"
401,"Justin Harding",-1.26151507195442,"RSA","10886"
402,"Jens Dantorp",-1.24908187804772,"SWE","14018"
403,"Jason Millard",-1.24756079459785,"USA","17567"
404,"Steve Wheatcroft",-1.23943731846662,"USA","10292"
405,"Benjamin Taylor",-1.23922674283902,"ENG","19948"
406,"Roberto Diaz",-1.23879876100074,"MEX","15394"
407,"Nino Bertasio",-1.23465097362166,"ITA","13013"
408,"Richard Hoey",-1.23448720101431,"USA","23504"
409,"Laurie Canter",-1.2211247119283,"ENG","14795"
410,"Brandon Matthews",-1.2168297503578,"USA","22981"
411,"Oscar Fraustro",-1.21594364379174,"MEX","9834"
412,"Scott Jamieson",-1.21374570865886,"SCO","11397"
413,"Romain Wattel",-1.20849993111127,"FRA","13165"
414,"Ryan Yip",-1.2034243440077,"CAN","12083"
415,"Trevor Fisher-Jr",-1.19760224184963,"RSA","7678"
416,"Vijay Singh",-1.19739777695449,"FIJ","653"
417,"Gaganjeet Bhullar",-1.19668365635437,"IND","10766"
418,"Prayad Marksaeng",-1.1963132996381,"THA","3990"
419,"Peter Hanson",-1.19631009545304,"SWE","6850"
420,"Simon Forsstrom",-1.19338458465429,"SWE","19806"
421,"Jason Gore",-1.19265148349829,"USA","6321"
422,"James Morrison",-1.18849488816857,"ENG","11061"
423,"Adam Bland",-1.18768271076286,"AUS","10829"
424,"Dongseop Maeng",-1.18174774097532,"KOR","14482"
425,"Camilo Villegas",-1.181153293376,"COL","9171"
426,"Jonathan Hodge",-1.17949954564539,"USA","13520"
427,"Shiv Kapur",-1.17838592017912,"IND","9553"
428,"Ryan Sullivan",-1.17838491697757,"USA","17276"
429,"Rod Pampling",-1.1777388956023,"AUS","5668"
430,"Anders Hansen",-1.17465067121383,"DEN","5724"
431,"Matt Harmon",-1.17310852939723,"USA","12385"
432,"Roger Sloan",-1.17211161600435,"CAN","14050"
433,"Seungtaek Lee",-1.17118105182064,"KOR","16162"
434,"Scott Hend",-1.16988382718609,"AUS","1888"
435,"Jeff Gove",-1.1691950099517,"USA","6390"
436,"Steven Brown",-1.16899858491798,"ENG","15771"
437,"Eric Axley",-1.16633840868696,"USA","8024"
438,"Gregory Bourdy",-1.16615011685812,"FRA","7932"
439,"Matt Every",-1.16191675292736,"USA","10185"
440,"Steve Webster",-1.15881377279489,"ENG","5667"
441,"Jonathan Randolph",-1.15445957707361,"USA","14837"
442,"Tom Lewis",-1.15247620025183,"ENG","15164"
443,"Chris Thompson",-1.15226984379444,"USA","11983"
444,"Takumi Kanaya(Am)",-1.14948189318118,"JPN","19729"
445,"Scott Fernandez",-1.14634014261477,"ESP","15616"
446,"Drew Weaver",-1.14304593274088,"USA","12416"
447,"Christian Brand",-1.14041869940091,"USA","15625"
448,"Zack Sucher",-1.13904300768498,"USA","14036"
449,"Matt Davidson",-1.13746116612061,"USA","9872"
450,"Mark Hubbard",-1.13505969498312,"USA","16333"
451,"K.J. Choi",-1.13025072419003,"KOR","1804"
452,"Justin Walters",-1.12930539348295,"RSA","8045"
453,"Sepp Straka",-1.12757604401539,"AUT","17511"
454,"Keith Horne",-1.12559410515408,"RSA","6165"
455,"Andrew Dodt",-1.1232985971,"AUS","8364"
456,"Thongchai Jaidee",-1.12320775708409,"THA","5973"
457,"Matthew Griffin",-1.12001510484914,"AUS","9780"
458,"David Drysdale",-1.11771591143537,"SCO","6867"
459,"Ricardo Gouveia",-1.11593623858767,"POR","18722"
460,"Derek Fathauer",-1.1141002589589,"USA","12689"
461,"Hiroyuki Fujita",-1.11397258237392,"JPN","5599"
462,"Jordan Niebrugge",-1.10819127890277,"USA","18284"
463,"Dicky Pride",-1.1056199462312,"USA","5467"
464,"Kristoffer Broberg",-1.10157640678969,"SWE","15603"
465,"Chris Baker(Mar1986)",-1.09803250356581,"USA","13971"
466,"Gavin Green",-1.09565977705478,"MAS","12530"
467,"Alexandre Rocha",-1.09240425331641,"BRA","7441"
468,"Tim Wilkinson",-1.09108709202113,"NZL","7097"
469,"James Beck III",-1.09018136238819,"USA","21427"
470,"John Senden",-1.0822057247605,"AUS","5207"
471,"Marty Dou Zecheng",-1.08208299893546,"CHN","16757"
472,"Roland Thatcher",-1.07874221810155,"USA","7445"
473,"Lee Slattery",-1.078655011458,"ENG","6866"
474,"Daniel van Tonder",-1.07565350035548,"RSA","15193"
475,"Lasse Jensen",-1.07372936253287,"DEN","10170"
476,"Adrien Saddier",-1.07119547373755,"FRA","14792"
