"Rank","Player_Name","Player_Value","Country","Player_ID"
51,"Peter Uihlein",-1.48567474662091,"USA","11357"
52,"Byeong Hun An",-1.46129503858014,"KOR","14459"
53,"Gary Woodland",-1.45955131187278,"USA","12577"
54,"Jimmy Walker",-1.45492417716966,"USA","7293"
55,"Chris Kirk",-1.44257514237518,"USA","12423"
56,"Kevin Na",-1.44050550259413,"USA","7452"
57,"Chase Seiffert",-1.42867062147939,"USA","17509"
58,"J.B. Holmes",-1.40832335263954,"USA","7959"
59,"Kiradech Aphibarnrat",-1.40267160756958,"THA","12321"
60,"Beau Hossler",-1.39397792181775,"USA","15470"
61,"Kevin Streelman",-1.38190370808592,"USA","8480"
62,"Brian Gay",-1.38188281310753,"USA","5951"
63,"Russell Knox",-1.37608318114944,"SCO","13831"
64,"Jamie Lovemark",-1.37298287208053,"USA","11382"
65,"Brendan Steele",-1.36320492083365,"USA","11019"
66,"Shane Lowry",-1.35555465196083,"IRL","13900"
67,"Joost Luiten",-1.34433685415428,"NED","10158"
68,"Stewart Cink",-1.32193530603731,"USA","5665"
69,"Lucas Glover",-1.31640888834902,"USA","7399"
70,"Adam Hadwin",-1.31492537379628,"CAN","13965"
71,"Brandt Snedeker",-1.27409849181287,"USA","8820"
72,"Jason Dufner",-1.26901192273889,"USA","7301"
73,"Graham Delaet",-1.25014017545093,"CAN","10252"
74,"Andy Sullivan",-1.24548527323208,"ENG","15326"
75,"Aaron Wise",-1.22236765392493,"USA","22051"
76,"Martin Laird",-1.21559635616604,"SCO","9586"
77,"Kevin Kisner",-1.21548124830908,"USA","11328"
78,"Austin Cook",-1.18197175870777,"USA","18579"
79,"Kevin Chappell",-1.18091791047831,"USA","13305"
80,"Andrew Putnam",-1.17346032695542,"USA","14704"
81,"Cameron Smith",-1.14666435706192,"AUS","15856"
82,"Joseph Bramlett",-1.10711062610459,"USA","14698"
83,"Bud Cauley",-1.10627796626684,"USA","14502"
84,"Anirban Lahiri",-1.1055028746569,"IND","12669"
85,"Bill Haas",-1.10037775109811,"USA","7900"
86,"Ryan Armour",-1.08726071267222,"USA","8469"
87,"Paul Dunne",-1.08567776246954,"IRL","18736"
88,"Charl Schwartzel",-1.07131836130517,"RSA","7398"
89,"Ross Fisher",-1.06513825642583,"ENG","9396"
90,"Billy Horschel",-1.05460584619073,"USA","11276"
91,"Rory Sabbatini",-1.05350865568897,"RSA","6283"
92,"Miguel A Jimenez",-1.04554670432418,"ESP","3596"
93,"Ollie Schniederjans",-1.04517173967178,"USA","18662"
94,"Andrew Landry",-1.02544274144991,"USA","14000"
95,"Lee Westwood",-1.02469892541725,"ENG","4052"
96,"Scott Piercy",-1.02373728045748,"USA","7899"
97,"Patrick Rodgers",-1.00673911795495,"USA","16283"
98,"C.T. Pan",-1.00566339897429,"TPE","15475"
99,"Kevin Tway",-1.00310365608542,"USA","13127"
100,"Nick Watney",-0.999862677654869,"USA","7955"
101,"James Hahn",-0.998303390975319,"USA","11374"
102,"Siwoo Kim",-0.996724860185991,"KOR","14609"
103,"Vaughn Taylor",-0.996408661599474,"USA","6930"
104,"Alexander Bjork",-0.989125719095647,"SWE","14775"
105,"Bernd Wiesberger",-0.985254556345944,"AUT","9531"
106,"Jorge Campillo",-0.974107173237149,"ESP","14016"
107,"Jhonattan Vegas",-0.970068292662332,"VEN","13508"
108,"Roberto Castro",-0.965551544030684,"USA","12643"
109,"Dylan Frittelli",-0.961163099690005,"RSA","11955"
110,"Mike Lorenzo-Vera",-0.948963282116693,"FRA","9675"
111,"Thorbjorn Olesen",-0.946387231313129,"DEN","13412"
112,"Graeme McDowell",-0.940640961015915,"NIR","7548"
113,"Matt Marshall",-0.938255261755029,"USA","13995"
114,"Jason Kokrak",-0.935724489932395,"USA","12337"
115,"Andrew Johnston",-0.9274832183673,"ENG","14666"
116,"Sean O'Hair",-0.90946944438204,"USA","7626"
117,"Alex Cejka",-0.909036287221055,"GER","4425"
118,"William McGirt",-0.908255021589475,"USA","12477"
119,"John Huh",-0.893934137093502,"USA","14606"
120,"Bronson Burgoon",-0.882969451190392,"USA","11082"
121,"Abraham Ancer",-0.882764438123571,"MEX","18238"
122,"J.J Spaun",-0.882469069649693,"USA","17536"
123,"Kevin Stadler",-0.87892689759258,"USA","7602"
124,"Martin Kaymer",-0.861805704733916,"GER","8117"
125,"Jim Furyk",-0.830397055402975,"USA","2881"
126,"Ted Potter Jr",-0.827751773171421,"USA","8769"
127,"Thomas Pieters",-0.824341771822037,"BEL","13944"
128,"Julian Suri",-0.821711888250533,"USA","18059"
129,"Brandon Harkins",-0.82135751380876,"USA","15427"
130,"Ben Crane",-0.813633872505988,"USA","6674"
131,"Matt Wallace",-0.810765710515133,"ENG","20706"
132,"Seamus Power",-0.799973105028229,"IRL","10104"
133,"Alexander Levy",-0.79867963563885,"FRA","14973"
134,"Troy Merritt",-0.796601865922675,"USA","13367"
135,"Seungsu Han",-0.79136956065556,"USA","8046"
136,"Scott Stallings",-0.790142654912119,"USA","12359"
137,"Brandon Hagy",-0.783304291184903,"USA","18695"
138,"Juan Sebastian Munoz",-0.782286660338105,"COL","20770"
139,"Sam Burns",-0.773914180118265,"USA","19483"
140,"Cameron Champ",-0.77052103172166,"USA","23542"
141,"Haotong Li",-0.76723680451037,"CHN","15310"
142,"Scott Langley",-0.76191135873597,"USA","14700"
143,"Chris Wood",-0.761232237112618,"ENG","12451"
144,"Tom Hoge",-0.758784077172423,"USA","15575"
145,"Victor Dubuisson",-0.752484780829277,"FRA","10198"
146,"Joel Dahmen",-0.75033159473524,"USA","14509"
147,"Aaron Baddeley",-0.746869411226488,"AUS","6252"
148,"Ryan Fox",-0.742272531894996,"NZL","11889"
149,"Seungyul Noh",-0.73836467396927,"KOR","11117"
150,"Sungjae Im",-0.728101180626529,"KOR","17488"
151,"David Lingmerth",-0.726109719397613,"SWE","14815"
152,"Patton Kizzire",-0.713944708584269,"USA","13470"
153,"Ryan Blaum",-0.712302282541427,"USA","9643"
154,"Keith Mitchell",-0.705275049747544,"USA","17365"
155,"Sam Saunders",-0.703387604915195,"USA","11048"
156,"Nate Lashley",-0.70296115117369,"USA","10943"
157,"Wesley Bryan",-0.698443172016049,"USA","21236"
158,"Corey Conners",-0.697504451167612,"CAN","17576"
159,"Thomas Detry",-0.682738196311537,"BEL","14181"
160,"Ben Kohles",-0.677820473380098,"USA","16395"
161,"Johnson Wagner",-0.672730637682663,"USA","7927"
162,"Robert Garrigus",-0.667852944957644,"USA","6789"
163,"George Coetzee",-0.664845404769148,"RSA","10884"
164,"Grayson Murray",-0.657416070691415,"USA","14655"
165,"Adrian Otaegui",-0.656088373847087,"ESP","14975"
166,"Sam Ryder",-0.648735580335743,"USA","16715"
167,"Maverick McNealy",-0.648343785805441,"USA","18634"
168,"Henrik Norlander",-0.641518243969131,"SWE","11657"
169,"Denny McCarthy",-0.631494159875012,"USA","19870"
170,"Mikko Korhonen",-0.630308842718436,"FIN","9252"
171,"Ryan Palmer",-0.627540158293595,"USA","7820"
172,"Ben Martin",-0.617991822251629,"USA","14007"
173,"Jordan L Smith",-0.613942442887157,"ENG","18586"
174,"JT Poston",-0.606172038578744,"USA","21554"
175,"Trey Mullinax",-0.604948906861015,"USA","18761"
176,"Matt Jones",-0.600561461542185,"AUS","8605"
177,"Soren Kjeldsen",-0.599541433893946,"DEN","6149"
178,"Danny Lee",-0.596917695144823,"NZL","11826"
179,"Matthias Schwab",-0.594904985834563,"AUT","15016"
180,"Shugo Imahira",-0.593035101543172,"JPN","13485"
181,"Richard Sterne",-0.585964601178656,"RSA","7049"
182,"Harold Varner III",-0.584751876093777,"USA","16602"
183,"Brice Garnett",-0.584187839540075,"USA","11451"
184,"Hudson Swafford",-0.579662931092648,"USA","14706"
185,"Harris English",-0.573807625273835,"USA","14577"
186,"Fabrizio Zanotti",-0.573463872353155,"PAR","9842"
187,"Zach Wright",-0.56455046288222,"USA","21553"
188,"Peter Malnati",-0.562269097394004,"USA","14926"
189,"Billy Kennerly",-0.560099286100838,"USA","15658"
190,"Shubhankar Sharma",-0.555007649599172,"IND","17081"
191,"Michael Thompson",-0.545009882762982,"USA","12946"
192,"Carlos Ortiz",-0.542185219990976,"MEX","14735"
193,"Cameron Percy",-0.539952964429465,"AUS","5874"
194,"Joachim B Hansen",-0.539148282858019,"DEN","14284"
195,"Kramer Hickok",-0.535678295260817,"USA","21237"
196,"Adam Long",-0.533578141363743,"USA","15473"
197,"Dean Burmester",-0.531488430016644,"RSA","14424"
198,"Daniel McCarthy",-0.531052571773109,"USA","11594"
199,"Wyndham Clark",-0.528931158217177,"USA","23604"
200,"Nacho Elvira",-0.520857048006649,"ESP","12988"
201,"Jerry Kelly",-0.490254671590989,"USA","5151"
202,"Retief Goosen",-0.482129021484422,"RSA","4884"
203,"Wes Roach",-0.482073354620629,"USA","15720"
204,"Richie Ramsay",-0.481507529794034,"SCO","11396"
205,"Mackenzie Hughes",-0.480831442887653,"CAN","15556"
206,"Anders Albertson",-0.474648128552267,"USA","21235"
207,"Eddie Pepperell",-0.474120472047589,"ENG","15113"
208,"David Horsey",-0.468267428619294,"ENG","11230"
209,"Wes Heffernan",-0.46564132299043,"CAN","6884"
210,"Robert Rock",-0.462771205091912,"ENG","7895"
211,"Tyrone van Aswegen",-0.462377906471703,"RSA","9913"
212,"Chris Stroud",-0.459035640454947,"USA","9604"
213,"Fabian Gomez",-0.452718884730557,"ARG","8571"
214,"Yuki Inamori",-0.444775442788836,"JPN","16165"
215,"Yusaku Miyazato",-0.44347208694104,"JPN","7031"
216,"Lanto Griffin",-0.435433244570931,"USA","15330"
217,"Ryuko Tokimatsu",-0.433159417132306,"JPN","16648"
218,"Hideto Tanihara",-0.432606707586425,"JPN","7046"
219,"Scott Brown",-0.4307987594841,"USA","11330"
220,"Richy Werenski",-0.422010824142904,"USA","19364"
221,"Aaron Rai",-0.418249562728216,"ENG","18554"
222,"Erik van Rooyen",-0.415836891303981,"RSA","17550"
223,"Mikko Ilonen",-0.40419238118707,"FIN","6929"
224,"Satoshi Kodaira",-0.404147607397244,"JPN","13531"
225,"Tyler Duncan(Jul1989)",-0.403479052738731,"USA","18187"
226,"Blayne Barber",-0.400019694369462,"USA","15608"
227,"Pablo Larrazabal",-0.399131145018498,"ESP","9133"
228,"Matthew Southgate",-0.396827118558025,"ENG","15191"
229,"Sanghyun Park",-0.396212214520524,"KOR","10086"
230,"Benjamin Hebert",-0.385200642708991,"FRA","12213"
231,"Bradley Dredge",-0.377253940207946,"WAL","6150"
232,"Shawn Stefani",-0.376046909817847,"USA","14012"
233,"David Lipsky",-0.372831293038513,"USA","15980"
234,"Brian Stuard",-0.371491588654007,"USA","13022"
235,"Lucas Bjerregaard",-0.371297111090165,"DEN","11619"
236,"Hunter Mahan",-0.368518609965932,"USA","7636"
237,"Robby Shelton IV",-0.353395528748687,"USA","18635"
238,"Ryan Sullivan",-0.350593665994549,"USA","17276"
239,"Nicholas Lindheim",-0.349217015399631,"USA","16713"
240,"Mark Anderson",-0.347509724169318,"USA","12131"
241,"Meenwhee Kim",-0.347198458202364,"KOR","11702"
242,"Chris Paisley",-0.343588698542642,"ENG","14844"
243,"Alex Prugh",-0.343450147989303,"USA","12339"
244,"Tom Lovelady",-0.339423488485205,"USA","22068"
245,"Marcus Kinhult",-0.337698028235489,"SWE","18514"
246,"Brady Schnell",-0.333220798786528,"USA","12414"
247,"Bo Hoag",-0.332941555690734,"USA","14081"
248,"John Peterson",-0.331950945306497,"USA","15611"
249,"Martin Flores",-0.329224816459136,"USA","10535"
250,"K.T. Kim",-0.328829631097869,"KOR","7880"
251,"Kyounghoon Lee",-0.325610727639217,"KOR","13497"
252,"Adam Schenk",-0.324309907552359,"USA","19477"
253,"Jose de Jesus Rodriguez",-0.324098069109816,"MEX","12855"
254,"Jonathan Byrd",-0.322235532598379,"USA","6931"
255,"Junggon Hwang",-0.31236417516264,"KOR","14936"
256,"Stephen Gallacher",-0.312101277064654,"SCO","5647"
257,"Gonzalo Fdez-Castano",-0.308429643472124,"ESP","8262"
258,"Benjamin Silverman",-0.304211574214317,"CAN","17381"
259,"Maximilian Kieffer",-0.304201226855944,"GER","12317"
260,"Adam Svensson",-0.301926931812499,"CAN","13997"
261,"Morgan Hoffmann",-0.301856820206641,"USA","14082"
262,"Zac Blair",-0.289160694260706,"USA","17639"
263,"Talor Gooch",-0.288035341624536,"USA","18580"
264,"Kelly Kraft",-0.284351478032448,"USA","15852"
265,"Chad Campbell",-0.273721703316352,"USA","6248"
266,"Steve Marino",-0.265294403946671,"USA","7741"
267,"Wade Ormsby",-0.26408836466105,"AUS","7532"
268,"Josh Teater",-0.25808906293773,"USA","8085"
269,"Nick Taylor",-0.250905721624608,"CAN","13126"
270,"Taylor Moore",-0.249493876692394,"USA","21944"
271,"Greg Owen",-0.243421828958135,"ENG","5723"
272,"Sunghoon Kang",-0.239445317899584,"KOR","7881"
273,"Boo Weekley",-0.228141300211988,"USA","7403"
274,"Chad Collins",-0.223389909890628,"USA","7744"
275,"Will Wilcox",-0.218517360489505,"USA","14696"
276,"Justin Hueber",-0.215514121639069,"USA","18590"
277,"Luke Donald",-0.21093673996126,"ENG","4163"
278,"Nicolas Colsaerts",-0.203669455478664,"BEL","6893"
279,"Rikard Karlberg",-0.200920257433328,"SWE","9398"
280,"George McNeill",-0.19909911955637,"USA","6419"
281,"Miguel Tabuena",-0.196022135742388,"PHI","15274"
282,"Kevin Dougherty",-0.194234089327512,"USA","19738"
283,"Julien Guerrier",-0.192286004449799,"FRA","10201"
284,"Jonas Blixt",-0.191464009697671,"SWE","8182"
285,"Jeunghun Wang",-0.190708928489102,"KOR","15366"
286,"Jaco Van Zyl",-0.188558903693731,"RSA","7105"
287,"Stephan Jaeger",-0.186815380024197,"GER","16394"
288,"Jinho Choi",-0.176992223983808,"KOR","7024"
289,"Younghan Song",-0.175500197493235,"KOR","16160"
290,"Jamie Donaldson",-0.173777280982574,"WAL","7084"
291,"J.J. Henry",-0.16545738045268,"USA","6222"
292,"Phillip Price",-0.154788872343903,"WAL","4739"
293,"Yuta Ikeda",-0.153761436616302,"JPN","8236"
294,"Conrad Shindler",-0.153602834834189,"USA","17274"
295,"Shota Akiyoshi",-0.151806247324863,"JPN","13528"
296,"Ricky Barnes",-0.150405665722975,"USA","6846"
297,"Jason Scrivener",-0.144291816956061,"AUS","12734"
298,"Anthony Wall",-0.141525286274379,"ENG","5931"
299,"Brendan Jones",-0.14038970504531,"AUS","6254"
300,"David Hearn",-0.139593815661821,"CAN","7340"
301,"Brian Campbell",-0.137315601844943,"USA","18628"
302,"Julian Etulain",-0.132133086790962,"ARG","11911"
303,"Jazz Janewattananond",-0.127013731784173,"THA","14368"
304,"Chase Wright",-0.125905101939828,"USA","16807"
305,"Matteo Manassero",-0.120677525761575,"ITA","11460"
306,"Callum Shinkwin",-0.119011595509085,"ENG","18244"
307,"Paul Waring",-0.118862549144558,"ENG","12426"
308,"Scott Harrington",-0.114742356043362,"USA","8479"
309,"Jeff Winther",-0.114720862129832,"DEN","15680"
310,"Rob Oppenheim",-0.110846137251332,"USA","8002"
311,"Jim Herman",-0.110412983123931,"USA","12846"
312,"Brett Stegmaier",-0.104860702846475,"USA","11354"
313,"Dominic Bozzelli",-0.102613049546328,"USA","17564"
314,"Alejandro Canizares",-0.0969258648141875,"ESP","11509"
315,"Shingo Katayama",-0.0923353362629991,"JPN","3770"
316,"Richard Hoey",-0.0896785120136996,"USA","23504"
317,"Sebastian Soderberg",-0.0839860553396341,"SWE","18517"
318,"Lorenzo Gagli",-0.082285343404515,"ITA","10073"
319,"Robert Streb",-0.0821858904343251,"USA","14852"
320,"Chris Thompson",-0.078934230178487,"USA","11983"
321,"Sam Horsfield",-0.0761537533048315,"ENG","19866"
322,"Matthieu Pavon",-0.0743923368088115,"FRA","19960"
323,"Stuart Manley",-0.073739864987902,"WAL","8222"
324,"David Toms",-0.0710402850373557,"USA","4340"
325,"Paul Peterson",-0.0580445468822064,"USA","16341"
326,"Oliver Fisher",-0.0579360619085436,"ENG","10863"
327,"Sanghee Lee",-0.0561541425689771,"KOR","13923"
328,"Ryo Ishikawa",-0.0532437774211481,"JPN","12232"
329,"Oscar Lengden",-0.0517600536089053,"SWE","20410"
330,"Rhein Gibson",-0.049200602592145,"AUS","13342"
331,"Hank Lebioda",-0.0468663048413087,"USA","21943"
332,"Padraig Harrington",-0.0369236715219174,"IRL","5716"
333,"Paul Goydos",-0.0308369738114445,"USA","3702"
334,"Ashley Chesters",-0.0275703789644681,"ENG","18735"
335,"Wu Ashun",-0.0245850315043699,"CHN","11763"
336,"Jamie Arnold",-0.0233092833652104,"AUS","10861"
337,"Scott Vincent",-0.0228968945319206,"ZIM","14559"
338,"Robert-Jan Derksen",-0.021382180047087,"NED","5948"
339,"Michael Arnaud",-0.017565433587508,"USA","13815"
340,"Charlie Danielson",-0.0168771269800783,"USA","21310"
341,"Jack Singh Brar",-0.014252574128135,"ENG","17696"
342,"Joshua Creel",-0.0112715353176185,"USA","17570"
343,"Koumei Oda",-0.0046296397465353,"JPN","7940"
344,"Pedro Oriol",-0.00425213059612362,"ESP","10248"
345,"Jaco Ahlers",-0.00408017090695068,"RSA","11852"
346,"Andrea Pavan",-0.00366923466755198,"ITA","12177"
347,"Jeff Overton",-0.00353351355619402,"USA","10498"
348,"Cameron Tringale",-0.00155716025228991,"USA","14013"
349,"Joakim Lagergren",-0.00133247746179155,"SWE","14780"
350,"Jacques Kruyswijk",0.00229187954642796,"RSA","16896"
351,"Scott Gutschewski",0.00438390870367078,"USA","7305"
352,"Justin Lower",0.00998322579344935,"USA","17723"
353,"Scott Jamieson",0.0120534771710445,"SCO","11397"
354,"Kyungnam Kang",0.0124567756937286,"KOR","7578"
355,"Scott Hend",0.0134154107312534,"AUS","1888"
356,"Shaun Norris",0.0135563553085145,"RSA","7677"
357,"Sihwan Kim",0.0225760182720101,"USA","13307"
358,"Brad Hopfinger",0.0233667135267768,"USA","18190"
359,"Bryce Molder",0.0261398804724648,"USA","7292"
360,"Darren Fichardt",0.0296786240397828,"RSA","5754"
361,"Hyungsung Kim",0.0343268537438228,"KOR","11131"
362,"Nick Cullen",0.0375626223178129,"AUS","14247"
363,"Greyson Sigg",0.0392433295130381,"USA","23482"
364,"Freddie Jacobson(Sept1974)",0.0398101517476592,"SWE","3846"
365,"Michael Kim",0.0404093780744914,"USA","17543"
366,"Billy Hurley III",0.0413443077759403,"USA","11046"
367,"Charlie Saxon",0.0415686767171219,"USA","21324"
368,"Nino Bertasio",0.0457367397397779,"ITA","13013"
369,"Chan Kim",0.0458581578451833,"USA","15004"
370,"Chris Killmer",0.0461277207960578,"USA","15432"
371,"MD Zamal Hossain Mollah",0.0614649458620351,"BAN","15206"
372,"Hyunwoo Ryu",0.0637504799997011,"KOR","13928"
373,"Jens Fahrbring",0.0661020415945279,"SWE","13445"
374,"Derek Ernst",0.0694052829849547,"USA","16711"
375,"Justin Walters",0.0707805116154814,"RSA","8045"
376,"Tom Lewis",0.0709372626810842,"ENG","15164"
377,"Kyle Reifers",0.0740200183266964,"USA","11329"
378,"Jens Dantorp",0.080346051948796,"SWE","14018"
379,"Jeongu Ham",0.0829811048886555,"KOR","17872"
380,"Curtis Luck",0.0849051567172543,"AUS","16842"
381,"Kyle Jones",0.0860041652688097,"USA","19867"
382,"Erik Compton",0.0865040471608383,"USA","6556"
383,"Brad Miller",0.0867494495734489,"USA","17568"
384,"Steve Wheatcroft",0.0913572602516664,"USA","10292"
385,"Ryan Yip",0.103990845624378,"CAN","12083"
386,"Tim Herron",0.106980936052234,"USA","5621"
387,"Ajeetesh Sandhu",0.113285893103456,"IND","13801"
388,"Adria Arnaus",0.120728114493414,"ESP","23236"
389,"Jason Millard",0.121167153863081,"USA","17567"
390,"Scott Parel",0.126512263400235,"USA","6421"
391,"Jim Knous",0.127594661485239,"USA","16382"
392,"Michael Hendry",0.129112184504921,"NZL","11885"
393,"Justin Leonard",0.129530892878589,"USA","5603"
394,"John Chin",0.132108034828948,"USA","14797"
395,"Haydn Porteous",0.133184853644962,"RSA","15866"
396,"Thomas Aiken",0.133652727311455,"RSA","7679"
397,"Roberto Diaz",0.134227332511273,"MEX","15394"
398,"Cody Gribble",0.136870746936427,"USA","17508"
399,"Brad Kennedy",0.142090951300553,"AUS","6287"
400,"Gaganjeet Bhullar",0.142596013282261,"IND","10766"
401,"Steven Brown",0.142763911802939,"ENG","15771"
402,"Joey Garber",0.144446953149054,"USA","18658"
403,"Justin Harding",0.144971974361455,"RSA","10886"
404,"Benjamin Taylor",0.149028968147038,"ENG","19948"
405,"Roger Sloan",0.155125895510576,"CAN","14050"
406,"Scott Pinckney",0.155306835946626,"USA","15477"
407,"Daniel Summerhays",0.164715477370615,"USA","12424"
408,"Zhang Xinjun",0.168205395101055,"CHN","13026"
409,"Seth Reeves",0.16997012302152,"USA","19643"
410,"Ryan Evans",0.184829174010611,"ENG","19030"
411,"Cameron Davis",0.187789328781335,"AUS","17786"
412,"Michael Hebert",0.190113623410414,"USA","18251"
413,"Mark F Haastrup",0.191653783769595,"DEN","7952"
414,"Brett Drewitt",0.192808545608828,"AUS","15162"
415,"Trevor Fisher-Jr",0.193266560170223,"RSA","7678"
416,"Ernie Els",0.194260281089662,"RSA","874"
417,"Vijay Singh",0.195536475029881,"FIJ","653"
418,"Sean Crocker",0.200712237959706,"USA","23610"
419,"Kalle Samooja",0.200748156972643,"FIN","14120"
420,"Laurie Canter",0.202485626363197,"ENG","14795"
421,"Matt Harmon",0.204173688253825,"USA","12385"
422,"Jeff Gove",0.207120050512996,"USA","6390"
423,"Cody Blick",0.208370138397657,"USA","21876"
424,"Camilo Villegas",0.208835152282763,"COL","9171"
425,"Ricardo Gouveia",0.211819080913226,"POR","18722"
426,"David Drysdale",0.212777963667594,"SCO","6867"
427,"Derek Fathauer",0.217278876488623,"USA","12689"
428,"Tim Wilkinson",0.217573495242262,"NZL","7097"
429,"Keith Horne",0.219810688005796,"RSA","6165"
430,"Michael Putnam",0.221449903405549,"USA","10180"
431,"Prayad Marksaeng",0.22234891411007,"THA","3990"
432,"Toshinori Muto",0.223234099655871,"JPN","7936"
433,"Chris Baker(Mar1986)",0.223266196217706,"USA","13971"
434,"Oscar Fraustro",0.224242486832749,"MEX","9834"
435,"Cameron Wilson",0.224862145134312,"USA","16248"
436,"Gregory Bourdy",0.227940071789632,"FRA","7932"
437,"Romain Wattel",0.22827173275223,"FRA","13165"
438,"Lee Slattery",0.232012763293497,"ENG","6866"
439,"Hyungjoon Lee",0.23267442900436,"KOR","15796"
440,"Drew Weaver",0.23296151383095,"USA","12416"
441,"Steven Alker",0.239048196875936,"NZL","4871"
442,"Matt Davidson",0.239068088938874,"USA","9872"
443,"K.J. Choi",0.240455178282824,"KOR","1804"
444,"Connor Syme",0.243890786450238,"SCO","22089"
445,"Zack Sucher",0.244282110437842,"USA","14036"
446,"Lasse Jensen",0.244408674074542,"DEN","10170"
447,"Anders Hansen",0.245770545825169,"DEN","5724"
448,"Brandon Matthews",0.24622321923786,"USA","22981"
449,"James Morrison",0.247105665336104,"ENG","11061"
450,"Sepp Straka",0.257250124837849,"AUT","17511"
451,"Thongchai Jaidee",0.257862160593893,"THA","5973"
452,"Austin Connelly",0.259763684202654,"CAN","19704"
453,"Rod Pampling",0.275115991851847,"AUS","5668"
454,"Seungtaek Lee",0.277828723374684,"KOR","16162"
455,"Jonathan Hodge",0.286023208809762,"USA","13520"
456,"Kristoffer Broberg",0.286510091860168,"SWE","15603"
457,"Mark Hubbard",0.291776486790893,"USA","16333"
458,"Jimmy Stanger",0.294744890273741,"USA","23048"
459,"T.J. Vogel",0.295607409588465,"USA","17280"
460,"Felipe Aguilar",0.295653402428699,"CHI","8135"
461,"Dicky Pride",0.296582423136742,"USA","5467"
462,"Rikuya Hoshino",0.297086623582629,"JPN","19190"
463,"Matthew Griffin",0.302341862964716,"AUS","9780"
464,"Jose-Filipe Lima",0.303229616728549,"POR","7868"
465,"John Senden",0.310923816095574,"AUS","5207"
466,"Berry Henson",0.312279871837827,"USA","10316"
467,"Alexandre Rocha",0.312407625810129,"BRA","7441"
468,"Takumi Kanaya(Am)",0.313279352776781,"JPN","19729"
469,"Geoff Ogilvy",0.317345531104456,"AUS","5698"
470,"Shiv Kapur",0.321953829041493,"IND","9553"
471,"Peter Hanson",0.321986127258356,"SWE","6850"
472,"Bob Estes",0.322927625878035,"USA","889"
473,"Ryan Brehm",0.328447383807797,"USA","10423"
474,"Eric Axley",0.32853899416749,"USA","8024"
475,"Daniel van Tonder",0.330139813596364,"RSA","15193"
476,"Yujiro Ohori",0.33329554049588,"JPN","17802"
477,"Richard Bland",0.337618356471811,"ENG","6516"
478,"Daan Huizing",0.341453539552986,"NED","12650"
